site_id,trap_number,calendar_week,hatched_eggs,embryonating_eggs,total_eggs,albopictus_female,albopictus_male,triseriatus_female,triseriatus_male,japonicus_female,japonicus_male,total_albo,total_tris,total_jap,rainfall_station,percent_forest_250m,percent_open_250m,percent_built_250m,percent_water_250m,percent_crop_250m,percent_forest_1000m,percent_open_1000m,percent_built_1000m,percent_water_1000m,percent_crop_1000m,mean_avg_temp,lagged_avgtemp_1week,lagged_avgtemp_2week,lagged_avgtemp_3week,total_rainfall,lagged_rainfall_1week,lagged_rainfall_2week,lagged_rainfall_3week,calendar_month,domland_250m,domland_1000m,percent_hatch,total_aedes,common_name,
AB,1,26,45,324,369,16,25,29,17,0,14,41,46,14,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,built,open,27.37127371,101,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,26,22,172,194,47,58,0,0,0,0,105,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,open,built,54.12371134,105,Bearden Cemetery, 1496741.90364521)
CC,1,26,0,38,38,10,13,3,3,0,0,23,6,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,built,built,76.31578947,29,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,26,0,130,130,0,0,44,63,0,0,0,107,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,forest,forest,82.30769231,107,Charter E. Doyle Park, 1498602.50493119)
DH,1,26,43,68,111,8,18,0,0,0,0,26,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,built,built,23.42342342,26,Deane Hill Recreation Center, 1496935.67964537)
FR,1,26,49,882,931,0,0,208,160,0,12,0,368,12,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,forest,forest,40.81632653,380,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,26,38,536,574,4,5,241,210,0,0,9,451,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,forest,forest,80.13937282,460,High Grounds Park, 1500264.33133114)
HM,1,26,163,20,183,0,0,0,0,0,0,0,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,built,built,0,0,Highland Memorial Cemetery, 1499937.08609212)
HR,1,26,8,91,99,21,30,14,4,0,0,51,18,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,forest,forest,69.6969697,69,Holston River Park, 1505548.78487293)
IC,1,26,0,274,274,0,0,1,4,0,0,0,5,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,forest,forest,1.824817518,5,Ijams Crag Parking, 1502118.94569032)
LP,1,26,7,9,16,1,4,0,0,0,0,5,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,open,open,31.25,5,Lakeshore Park, 1498024.08277578)
MC,1,26,1,5,6,5,2,0,0,0,0,7,0,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,forest,forest,116.6666667,7,Meridian Cemetery, 1499678.40898073)
MV,1,26,0,223,223,0,0,87,96,0,0,0,183,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,forest,forest,82.06278027,183,Mary Vestal Park, 1500295.65327177)
SP,1,26,98,358,456,42,37,19,57,0,0,79,76,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,26.66666667,26.11111111,24.84126984,23.49206349,34.798,7.112,7.366,22.352,July,open,built,33.99122807,155,Spring Place Park, 1510216.251542)
SQ,1,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,open,forest,100,NA,Seqoyah Park, 1498705.9364409)
ST,1,26,48,399,447,29,17,110,89,0,5,46,199,5,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,open,forest,55.92841163,250,Scottish River Pike Park, 1501030.66549389)
TM,1,26,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,built,built,NA,NA,Ten Mile Creek, 1496553.32936766)
TY,1,26,38,80,118,42,48,1,1,0,0,90,2,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,built,built,77.96610169,92,Tyson Park, 1501853.48003629)
UT,1,26,27,110,137,30,36,0,0,0,0,66,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,26.66666667,26.11111111,24.84126984,23.49206349,9.398,7.112,8.128,33.02,July,built,built,48.17518248,66,University of Tennessee Gardens, 1500888.65993141)
WC,1,26,64,834,898,13,16,190,144,0,1,29,334,1,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,open,forest,40.53452116,364,Woodlawn Cemetery, 1500240.31061063)
WT,1,26,43,519,562,0,0,88,66,0,1,0,154,1,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,26.66666667,26.11111111,24.84126984,23.49206349,7.112,7.874,8.128,23.622,July,forest,forest,27.58007117,155,Williams Hastie Natural Area, 1500497.83772631)
WW,1,26,4,33,37,12,11,0,0,0,0,23,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,26.66666667,26.11111111,24.84126984,23.49206349,14.986,0,2.286,32.258,July,open,built,62.16216216,23,Westwood Park, 1499426.48965484)
AB,1,27,31,118,149,15,16,31,26,0,0,31,57,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,built,open,59.06040268,88,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,27,22,107,129,50,47,0,0,0,0,97,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,open,built,75.19379845,97,Bearden Cemetery, 1496741.90364521)
CC,1,27,28,237,265,57,51,0,0,0,0,108,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,built,built,40.75471698,108,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,27,64,815,879,27,23,173,115,1,5,50,288,6,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,forest,forest,39.13538111,344,Charter E. Doyle Park, 1498602.50493119)
DH,1,27,1,299,300,29,25,29,42,0,0,54,71,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,built,built,41.66666667,125,Deane Hill Recreation Center, 1496935.67964537)
FR,1,27,4,570,574,3,15,142,96,0,12,18,238,12,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,forest,forest,46.68989547,268,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,27,44,389,433,21,20,77,52,0,0,41,129,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,forest,forest,39.26096998,170,High Grounds Park, 1500264.33133114)
HM,1,27,0,272,272,63,75,0,0,0,0,138,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,built,built,50.73529412,138,Highland Memorial Cemetery, 1499937.08609212)
HR,1,27,30,42,72,3,4,0,0,0,0,7,0,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,forest,forest,9.722222222,7,Holston River Park, 1505548.78487293)
IC,1,27,19,94,113,0,0,8,12,0,1,0,20,1,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,forest,forest,18.5840708,21,Ijams Crag Parking, 1502118.94569032)
LP,1,27,0,35,35,1,6,9,13,0,0,7,22,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,open,open,82.85714286,29,Lakeshore Park, 1498024.08277578)
MC,1,27,131,879,1010,20,11,185,90,0,0,31,275,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,forest,forest,30.2970297,306,Meridian Cemetery, 1499678.40898073)
MV,1,27,0,215,215,18,15,33,30,0,0,33,63,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,forest,forest,44.65116279,96,Mary Vestal Park, 1500295.65327177)
SP,1,27,47,98,145,20,38,0,1,0,0,58,1,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,27.06349206,26.66666667,26.11111111,24.84126984,21.59,34.798,41.91,42.164,July,open,built,40.68965517,59,Spring Place Park, 1510216.251542)
SQ,1,27,0,25,25,7,15,0,0,0,0,22,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,open,forest,88,22,Seqoyah Park, 1498705.9364409)
ST,1,27,22,252,274,12,38,52,60,0,0,50,112,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,open,forest,59.12408759,162,Scottish River Pike Park, 1501030.66549389)
TM,1,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,built,built,100,NA,Ten Mile Creek, 1496553.32936766)
TY,1,27,40,395,435,103,0,23,12,0,0,103,35,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,built,built,31.72413793,138,Tyson Park, 1501853.48003629)
UT,1,27,30,120,150,13,8,45,36,0,0,21,81,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,27.06349206,26.66666667,26.11111111,24.84126984,12.954,9.398,16.51,17.526,July,built,built,68,102,University of Tennessee Gardens, 1500888.65993141)
WC,1,27,15,601,616,14,5,180,156,0,0,19,336,0,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,open,forest,57.62987013,355,Woodlawn Cemetery, 1500240.31061063)
WT,1,27,1,121,122,0,1,26,43,0,1,1,69,1,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,27.06349206,26.66666667,26.11111111,24.84126984,23.114,7.112,14.986,15.24,July,forest,forest,58.19672131,71,Williams Hastie Natural Area, 1500497.83772631)
WW,1,27,31,50,81,17,28,0,0,0,0,45,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,27.06349206,26.66666667,26.11111111,24.84126984,42.926,14.986,14.986,17.272,July,open,built,55.55555556,45,Westwood Park, 1499426.48965484)
AB,1,28,64,108,172,11,36,0,0,0,0,47,0,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,built,open,27.3255814,47,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,28,57,123,180,8,5,0,0,0,0,13,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,open,built,7.222222222,13,Bearden Cemetery, 1496741.90364521)
CC,1,28,77,30,107,0,0,0,0,0,0,0,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,built,built,0,0,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,28,0,20,20,0,0,0,0,0,0,0,0,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,forest,forest,0,0,Charter E. Doyle Park, 1498602.50493119)
DH,1,28,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,built,built,NA,NA,Deane Hill Recreation Center, 1496935.67964537)
FR,1,28,2,42,44,8,3,10,15,0,0,11,25,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,forest,forest,81.81818182,36,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,28,85,233,318,20,29,3,6,0,0,49,9,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,forest,forest,18.23899371,58,High Grounds Park, 1500264.33133114)
HM,1,28,2,15,17,3,3,0,0,0,0,6,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,built,built,35.29411765,6,Highland Memorial Cemetery, 1499937.08609212)
HR,1,28,14,133,147,7,11,0,0,0,0,18,0,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,forest,forest,12.24489796,18,Holston River Park, 1505548.78487293)
IC,1,28,0,0,0,0,2,0,0,0,0,2,0,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,forest,forest,100,2,Ijams Crag Parking, 1502118.94569032)
LP,1,28,16,45,61,6,8,0,0,0,0,14,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,open,open,22.95081967,14,Lakeshore Park, 1498024.08277578)
MC,1,28,12,160,172,26,37,0,0,0,0,63,0,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,forest,forest,36.62790698,63,Meridian Cemetery, 1499678.40898073)
MV,1,28,20,175,195,0,0,12,12,0,0,0,24,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,forest,forest,12.30769231,24,Mary Vestal Park, 1500295.65327177)
SP,1,28,11,17,28,7,5,0,0,0,0,12,0,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,25.31746032,27.06349206,26.66666667,26.11111111,73.152,21.59,56.388,63.5,July,open,built,42.85714286,12,Spring Place Park, 1510216.251542)
SQ,1,28,30,45,75,3,5,1,0,0,0,8,1,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,open,forest,12,9,Seqoyah Park, 1498705.9364409)
ST,1,28,94,129,223,0,0,11,18,0,0,0,29,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,open,forest,13.0044843,29,Scottish River Pike Park, 1501030.66549389)
TM,1,28,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,built,built,NA,NA,Ten Mile Creek, 1496553.32936766)
TY,1,28,15,25,40,8,9,0,0,0,0,17,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,built,built,42.5,17,Tyson Park, 1501853.48003629)
UT,1,28,42,21,63,3,9,0,0,0,0,12,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,25.31746032,27.06349206,26.66666667,26.11111111,94.234,12.954,22.352,29.464,July,built,built,19.04761905,12,University of Tennessee Gardens, 1500888.65993141)
WC,1,28,127,447,574,7,6,0,1,0,3,13,1,3,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,open,forest,2.961672474,17,Woodlawn Cemetery, 1500240.31061063)
WT,1,28,0,2,2,1,1,0,0,0,0,2,0,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,25.31746032,27.06349206,26.66666667,26.11111111,55.88,23.114,30.226,38.1,July,forest,forest,100,2,Williams Hastie Natural Area, 1500497.83772631)
WW,1,28,7,24,31,10,9,0,0,0,0,19,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,25.31746032,27.06349206,26.66666667,26.11111111,66.294,42.926,57.912,57.912,July,open,built,61.29032258,19,Westwood Park, 1499426.48965484)
AB,1,29,13,493,506,77,93,53,43,1,2,170,96,3,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,built,open,53.16205534,269,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,29,72,132,204,39,35,0,0,0,0,74,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,open,built,36.2745098,74,Bearden Cemetery, 1496741.90364521)
CC,1,29,27,142,169,123,0,0,0,0,0,123,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,built,built,72.78106509,123,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,29,48,117,165,8,6,0,0,0,0,14,0,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,forest,forest,8.484848485,14,Charter E. Doyle Park, 1498602.50493119)
DH,1,29,40,192,232,57,52,12,15,0,0,109,27,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,built,built,58.62068966,136,Deane Hill Recreation Center, 1496935.67964537)
FR,1,29,10,27,37,1,1,4,3,0,1,2,7,1,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,forest,forest,27.02702703,10,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,29,9,30,39,5,5,9,3,0,0,10,12,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,forest,forest,56.41025641,22,High Grounds Park, 1500264.33133114)
HM,1,29,35,140,175,43,49,0,0,0,0,92,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,built,built,52.57142857,92,Highland Memorial Cemetery, 1499937.08609212)
HR,1,29,29,244,273,32,22,1,3,0,0,54,4,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,forest,forest,21.24542125,58,Holston River Park, 1505548.78487293)
IC,1,29,0,122,122,0,0,0,0,0,0,0,0,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,forest,forest,0,0,Ijams Crag Parking, 1502118.94569032)
LP,1,29,5,68,73,25,21,0,0,0,0,46,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,open,open,63.01369863,46,Lakeshore Park, 1498024.08277578)
MC,1,29,30,228,258,46,26,0,0,3,7,72,0,10,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,forest,forest,31.78294574,82,Meridian Cemetery, 1499678.40898073)
MV,1,29,7,6,13,1,1,0,0,0,0,2,0,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,forest,forest,15.38461538,2,Mary Vestal Park, 1500295.65327177)
SP,1,29,2,29,31,88,14,1,0,0,0,102,1,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,26.11111111,25.31746032,27.06349206,26.66666667,11.684,73.152,94.742,129.54,July,open,built,332.2580645,103,Spring Place Park, 1510216.251542)
SQ,1,29,10,17,27,1,0,0,0,0,0,1,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,open,forest,3.703703704,1,Seqoyah Park, 1498705.9364409)
ST,1,29,126,250,376,19,108,0,0,0,0,127,0,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,open,forest,33.77659574,127,Scottish River Pike Park, 1501030.66549389)
TM,1,29,144,350,494,27,74,21,0,0,0,101,21,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,built,built,24.69635628,122,Ten Mile Creek, 1496553.32936766)
TY,1,29,5,86,91,36,38,0,0,0,0,74,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,built,built,81.31868132,74,Tyson Park, 1501853.48003629)
UT,1,29,37,178,215,59,69,0,0,0,0,128,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,26.11111111,25.31746032,27.06349206,26.66666667,10.922,94.234,107.188,116.586,July,built,built,59.53488372,128,University of Tennessee Gardens, 1500888.65993141)
